Time (sec),Status,% of Drowsiness,Alert
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
188,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
189,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes open,0,Driver Awake
190,Both eyes closed,1,Driver Awake
190,Both eyes closed,2,Driver Awake
190,"Left eye closed, right eye open",2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
190,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes open,2,Driver Awake
191,Both eyes closed,3,Driver Awake
191,Both eyes closed,4,Driver Awake
191,Both eyes closed,5,Driver Awake
191,Both eyes closed,6,Driver Awake
191,Both eyes closed,7,Driver Awake
191,"Left eye open, right eye closed",7,Driver Awake
191,Both eyes open,7,Driver Awake
191,"Left eye open, right eye closed",7,Driver Awake
192,"Left eye open, right eye closed",7,Driver Awake
192,Both eyes closed,8,Driver Awake
192,Both eyes closed,9,Driver Awake
192,Both eyes closed,10,Driver Awake
192,Both eyes closed,11,Driver Awake
192,Both eyes closed,12,Driver Awake
192,Both eyes closed,13,Driver Awake
192,Both eyes closed,14,Driver Awake
192,Both eyes closed,15,Driver Awake
192,Both eyes closed,16,Driver Awake
192,"Left eye open, right eye closed",16,Driver Awake
192,Both eyes open,16,Driver Awake
192,Both eyes closed,17,Driver Awake
192,Both eyes closed,18,Driver Awake
192,Both eyes closed,19,Driver Awake
192,Both eyes closed,20,Driver Awake
192,Both eyes closed,21,Driver Awake
192,Both eyes closed,22,Driver Awake
192,"Left eye open, right eye closed",22,Driver Awake
192,"Left eye open, right eye closed",22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
192,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes open,22,Driver Awake
193,Both eyes closed,23,Driver Awake
193,Both eyes closed,24,Driver Awake
193,Both eyes closed,25,Driver Awake
193,Both eyes closed,26,Driver Awake
193,Both eyes closed,27,Driver Awake
193,Both eyes open,27,Driver Awake
193,Both eyes open,27,Driver Awake
193,"Left eye open, right eye closed",27,Driver Awake
193,"Left eye open, right eye closed",26,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes open,25,Driver Awake
193,Both eyes closed,26,Driver Awake
193,Both eyes closed,27,Driver Awake
193,Both eyes open,27,Driver Awake
193,Both eyes open,27,Driver Awake
193,Both eyes open,27,Driver Awake
194,"Left eye open, right eye closed",27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes open,27,Driver Awake
194,Both eyes closed,28,Driver Awake
194,Both eyes open,28,Driver Awake
194,Both eyes closed,28,Driver Awake
194,"Left eye open, right eye closed",28,Driver Awake
195,Both eyes closed,30,Driver Awake
195,Both eyes closed,31,Driver Awake
195,"Left eye open, right eye closed",30,Driver Awake
195,Both eyes open,28,Driver Awake
195,Both eyes open,28,Driver Awake
195,"Left eye closed, right eye open",27,Driver Awake
195,Both eyes open,26,Driver Awake
195,Both eyes open,26,Driver Awake
195,Both eyes open,26,Driver Awake
195,Both eyes open,26,Driver Awake
195,Both eyes open,26,Driver Awake
195,Both eyes open,25,Driver Awake
195,Both eyes open,24,Driver Awake
195,Both eyes open,23,Driver Awake
195,Both eyes open,22,Driver Awake
195,"Left eye open, right eye closed",21,Driver Awake
195,Both eyes closed,21,Driver Awake
195,Both eyes closed,21,Driver Awake
195,"Left eye closed, right eye open",20,Driver Awake
195,Both eyes closed,20,Driver Awake
195,Both eyes closed,21,Driver Awake
195,"Left eye closed, right eye open",21,Driver Awake
195,"Left eye closed, right eye open",20,Driver Awake
195,Both eyes open,19,Driver Awake
195,Both eyes closed,19,Driver Awake
195,Both eyes closed,19,Driver Awake
195,Both eyes closed,19,Driver Awake
195,"Left eye closed, right eye open",18,Driver Awake
195,"Left eye closed, right eye open",18,Driver Awake
195,"Left eye closed, right eye open",18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,"Left eye closed, right eye open",18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,18,Driver Awake
196,Both eyes open,17,Driver Awake
196,Both eyes open,16,Driver Awake
196,Both eyes open,15,Driver Awake
196,Both eyes open,14,Driver Awake
196,Both eyes open,13,Driver Awake
196,Both eyes open,13,Driver Awake
196,Both eyes open,13,Driver Awake
196,Both eyes open,13,Driver Awake
196,"Left eye open, right eye closed",13,Driver Awake
196,Both eyes open,13,Driver Awake
196,"Left eye open, right eye closed",13,Driver Awake
196,Both eyes open,13,Driver Awake
197,Both eyes open,13,Driver Awake
197,Both eyes open,13,Driver Awake
197,Both eyes open,13,Driver Awake
197,Both eyes open,13,Driver Awake
197,Both eyes open,13,Driver Awake
197,Both eyes open,12,Driver Awake
197,Both eyes open,11,Driver Awake
197,"Left eye open, right eye closed",11,Driver Awake
197,Both eyes closed,12,Driver Awake
197,Both eyes closed,13,Driver Awake
197,Both eyes closed,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,"Left eye open, right eye closed",14,Driver Awake
197,"Left eye open, right eye closed",14,Driver Awake
197,Both eyes open,14,Driver Awake
197,"Left eye open, right eye closed",14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes open,14,Driver Awake
197,Both eyes closed,15,Driver Awake
198,Both eyes closed,16,Driver Awake
198,"Left eye open, right eye closed",16,Driver Awake
198,"Left eye open, right eye closed",16,Driver Awake
198,"Left eye open, right eye closed",16,Driver Awake
198,,16,Driver Awake
198,,16,Driver Awake
198,,15,Driver Awake
198,,15,Driver Awake
198,,14,Driver Awake
198,,14,Driver Awake
198,,13,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,,12,Driver Awake
198,Both eyes open,12,Driver Awake
198,Both eyes open,12,Driver Awake
198,Both eyes open,12,Driver Awake
198,Both eyes open,12,Driver Awake
198,Both eyes open,12,Driver Awake
198,"Left eye open, right eye closed",11,Driver Awake
198,Both eyes open,10,Driver Awake
198,Both eyes open,10,Driver Awake
198,Both eyes open,9,Driver Awake
199,Both eyes open,8,Driver Awake
199,Both eyes open,8,Driver Awake
199,Both eyes open,8,Driver Awake
199,Both eyes open,8,Driver Awake
199,Both eyes open,7,Driver Awake
199,Both eyes open,6,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,"Left eye open, right eye closed",5,Driver Awake
199,"Left eye open, right eye closed",5,Driver Awake
199,Both eyes open,5,Driver Awake
199,Both eyes open,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
199,,5,Driver Awake
200,,5,Driver Awake
200,,5,Driver Awake
200,,5,Driver Awake
200,,5,Driver Awake
200,,5,Driver Awake
200,"Left eye open, right eye closed",5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,5,Driver Awake
200,Both eyes open,4,Driver Awake
200,Both eyes open,3,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
200,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,2,Driver Awake
201,Both eyes open,1,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,"Left eye closed, right eye open",0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
201,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,"Left eye closed, right eye open",0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes open,0,Driver Awake
202,Both eyes closed,1,Driver Awake
202,Both eyes closed,2,Driver Awake
202,Both eyes closed,3,Driver Awake
202,"Left eye closed, right eye open",3,Driver Awake
202,Both eyes open,3,Driver Awake
202,Both eyes closed,4,Driver Awake
202,Both eyes open,4,Driver Awake
202,Both eyes open,4,Driver Awake
202,Both eyes open,4,Driver Awake
202,"Left eye open, right eye closed",4,Driver Awake
202,Both eyes open,4,Driver Awake
202,Both eyes open,4,Driver Awake
203,Both eyes closed,5,Driver Awake
203,Both eyes closed,6,Driver Awake
203,Both eyes closed,7,Driver Awake
203,Both eyes closed,8,Driver Awake
203,Both eyes closed,9,Driver Awake
203,Both eyes closed,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,"Left eye closed, right eye open",10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes open,10,Driver Awake
203,Both eyes closed,11,Driver Awake
203,Both eyes closed,12,Driver Awake
203,"Left eye open, right eye closed",12,Driver Awake
203,Both eyes open,12,Driver Awake
203,"Left eye open, right eye closed",12,Driver Awake
203,Both eyes open,12,Driver Awake
203,Both eyes open,12,Driver Awake
203,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,Both eyes open,12,Driver Awake
204,"Left eye open, right eye closed",12,Driver Awake
204,"Left eye open, right eye closed",12,Driver Awake
204,Both eyes closed,13,Driver Awake
204,"Left eye open, right eye closed",13,Driver Awake
204,Both eyes closed,14,Driver Awake
204,Both eyes open,14,Driver Awake
204,Both eyes closed,15,Driver Awake
204,"Left eye closed, right eye open",15,Driver Awake
204,"Left eye open, right eye closed",15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
204,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,Both eyes open,15,Driver Awake
205,"Left eye open, right eye closed",15,Driver Awake
205,Both eyes open,14,Driver Awake
205,Both eyes open,13,Driver Awake
206,Both eyes open,12,Driver Awake
206,Both eyes open,12,Driver Awake
206,Both eyes open,12,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,11,Driver Awake
206,Both eyes open,10,Driver Awake
206,Both eyes open,9,Driver Awake
206,Both eyes open,8,Driver Awake
206,Both eyes open,7,Driver Awake
206,Both eyes open,6,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
206,Both eyes open,5,Driver Awake
207,"Left eye open, right eye closed",5,Driver Awake
207,Both eyes open,5,Driver Awake
207,Both eyes open,4,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,"Left eye closed, right eye open",3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,3,Driver Awake
207,Both eyes open,2,Driver Awake
207,Both eyes open,2,Driver Awake
207,Both eyes open,1,Driver Awake
207,Both eyes open,1,Driver Awake
207,Both eyes open,0,Driver Awake
207,Both eyes open,0,Driver Awake
207,Both eyes open,0,Driver Awake
207,"Left eye open, right eye closed",0,Driver Awake
207,Both eyes open,0,Driver Awake
207,Both eyes open,0,Driver Awake
208,Both eyes closed,1,Driver Awake
208,Both eyes closed,2,Driver Awake
208,Both eyes closed,3,Driver Awake
208,Both eyes closed,4,Driver Awake
208,Both eyes closed,5,Driver Awake
208,"Left eye open, right eye closed",5,Driver Awake
208,Both eyes closed,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,"Left eye open, right eye closed",6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,"Left eye open, right eye closed",6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
208,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,"Left eye open, right eye closed",6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,"Left eye open, right eye closed",6,Driver Awake
209,Both eyes open,6,Driver Awake
209,"Left eye open, right eye closed",6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
209,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,"Left eye open, right eye closed",6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
210,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,6,Driver Awake
211,Both eyes open,5,Driver Awake
211,Both eyes open,4,Driver Awake
211,Both eyes open,3,Driver Awake
211,Both eyes open,2,Driver Awake
211,Both eyes open,1,Driver Awake
211,Both eyes open,1,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,"Left eye open, right eye closed",0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes open,0,Driver Awake
211,Both eyes closed,1,Driver Awake
211,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,Both eyes open,1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,Both eyes open,1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,Both eyes open,1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,Both eyes open,1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,"Left eye closed, right eye open",1,Driver Awake
212,Both eyes closed,2,Driver Awake
212,Both eyes closed,3,Driver Awake
212,Both eyes closed,4,Driver Awake
212,Both eyes closed,5,Driver Awake
212,Both eyes closed,6,Driver Awake
212,"Left eye closed, right eye open",6,Driver Awake
212,Both eyes open,6,Driver Awake
212,Both eyes open,6,Driver Awake
212,Both eyes open,6,Driver Awake
212,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
213,Both eyes open,6,Driver Awake
